model,image,iou,dice,precision,recall,pixel_accuracy,inference_time_s
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_13_16.png,0.6034065438017558,0.7526557081038838,0.7212575644108714,0.7869119512814007,0.6112251281738281,0.020205400011036545
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_14_01.png,0.0,0.0,0.0,0.0,0.3625946044921875,0.02003889999468811
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_14_08.png,0.0,0.0,0.0,0.0,0.9360275268554688,0.018469899980118498
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_14_11.png,0.0,0.0,0.0,0.0,0.7055015563964844,0.01682520000031218
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_15_02.png,0.0,0.0,0.0,0.0,0.7300567626953125,0.017244100017705932
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_15_03.png,0.0,0.0,0.0,0.0,0.9664230346679688,0.016706900001736358
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_15_13.png,0.0,0.0,0.0,0.0,0.20359420776367188,0.01720440000644885
YOLOv8n,train_S2A_MSIL2A_20200111T142701_N0213_R053_T20NQG_20200111T164651_17_01.png,0.0,0.0,0.0,0.0,0.3895759582519531,0.017072099988581613
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_01_09.png,0.0,0.0,0.0,0.0,0.778228759765625,0.016774200019426644
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_02_09.png,0.0,0.0,0.0,0.0,0.9186058044433594,0.01729049999266863
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_03_03.png,0.0,0.0,0.0,0.0,0.87542724609375,0.017258500010939315
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_03_05.png,0.0,0.0,0.0,0.0,0.5654335021972656,0.016656799998600036
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_03_08.png,0.0,0.0,0.0,0.0,0.7925148010253906,0.01622379999025725
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_03_09.png,0.0,0.0,0.0,0.0,0.8455810546875,0.017052400013199076
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_04_02.png,0.0,0.0,0.0,0.0,0.7999000549316406,0.01666809999733232
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_04_06.png,0.0,0.0,0.0,0.0,0.44110870361328125,0.01628420001361519
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_04_07.png,0.0,0.0,0.0,0.0,0.7932281494140625,0.016885300021385774
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_04_08.png,0.0,0.0,0.0,0.0,0.4847869873046875,0.01721039999392815
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_04_09.png,0.0,0.0,0.0,0.0,0.42235565185546875,0.01600420000613667
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_04_11.png,0.0,0.0,0.0,0.0,0.011505126953125,0.016114400001242757
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_04_12.png,0.0,0.0,0.0,0.0,0.10044097900390625,0.01572870000381954
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_04_13.png,0.22840652307886794,0.3718744874561423,0.2601802726139529,0.6516059957173448,0.2549324035644531,0.016828599997097626
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_04_14.png,0.0,0.0,0.0,0.0,0.7066192626953125,0.017112100002123043
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_04_15.png,0.38279788691058503,0.5536570319265142,0.42100008176931586,0.8083759596076454,0.39832305908203125,0.017835899983765557
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_05_02.png,0.0,0.0,0.0,0.0,0.752685546875,0.016319600021233782
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_05_03.png,0.0,0.0,0.0,0.0,0.8507347106933594,0.017185599979711697
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_05_06.png,0.0,0.0,0.0,0.0,0.8393707275390625,0.01691419997951016
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_05_08.png,0.0,0.0,0.0,0.0,0.36643218994140625,0.016894199972739443
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_05_09.png,0.0,0.0,0.0,0.0,0.5567665100097656,0.01726079999934882
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_05_10.png,0.0,0.0,0.0,0.0,0.3947296142578125,0.017108799976995215
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_06_06.png,0.0,0.0,0.0,0.0,0.85540771484375,0.016350300022168085
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_06_09.png,0.0,0.0,0.0,0.0,0.7356643676757812,0.01653170000645332
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_07_04.png,0.0,0.0,0.0,0.0,0.9059982299804688,0.019380399986403063
YOLOv8n,train_S2A_MSIL2A_20200115T140641_N0213_R110_T21LUH_20200115T163049_07_06.png,0.0,0.0,0.0,0.0,0.8539352416992188,0.017898099991725758
